tab,scope,kind,group,key,target,param,label,minimum,maximum,step,neutral,available,section,tooltip
Ammo,individual,slider,ammo_overrides,A045A:wear,A045A,wear,.45 ACP armor-piercing / Weapon wear,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A045D:aimdispersion,A045D,aimdispersion,.45 ACP standard / Spread while aiming,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A045D:armordamage,A045D,armordamage,.45 ACP standard / Armor damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A045D:bleeding,A045D,bleeding,.45 ACP standard / Bleeding,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A045D:damage,A045D,damage,.45 ACP standard / Damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A045D:dispersion,A045D,dispersion,.45 ACP standard / Spread,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A045D:flatness,A045D,flatness,.45 ACP standard / Trajectory flatness,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A045D:recoil,A045D,recoil,.45 ACP standard / Recoil,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A045D:stack,A045D,stack,.45 ACP standard / Stack size,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A045D:wear,A045D,wear,.45 ACP standard / Weapon wear,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A045E:aimdispersion,A045E,aimdispersion,.45 ACP expanding / Spread while aiming,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A045E:armordamage,A045E,armordamage,.45 ACP expanding / Armor damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A045E:bleeding,A045E,bleeding,.45 ACP expanding / Bleeding,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A045E:cover,A045E,cover,.45 ACP expanding / Cover penetration,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A045E:damage,A045E,damage,.45 ACP expanding / Damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A045E:dispersion,A045E,dispersion,.45 ACP expanding / Spread,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A045E:flatness,A045E,flatness,.45 ACP expanding / Trajectory flatness,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A045E:piercing,A045E,piercing,.45 ACP expanding / Armor piercing,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A045E:recoil,A045E,recoil,.45 ACP expanding / Recoil,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A045E:stack,A045E,stack,.45 ACP expanding / Stack size,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A045E:wear,A045E,wear,.45 ACP expanding / Weapon wear,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545A:aimdispersion,A545A,aimdispersion,5.45×39 mm armor-piercing / Spread while aiming,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545A:armordamage,A545A,armordamage,5.45×39 mm armor-piercing / Armor damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545A:bleeding,A545A,bleeding,5.45×39 mm armor-piercing / Bleeding,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545A:cover,A545A,cover,5.45×39 mm armor-piercing / Cover penetration,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545A:damage,A545A,damage,5.45×39 mm armor-piercing / Damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545A:dispersion,A545A,dispersion,5.45×39 mm armor-piercing / Spread,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545A:flatness,A545A,flatness,5.45×39 mm armor-piercing / Trajectory flatness,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545A:piercing,A545A,piercing,5.45×39 mm armor-piercing / Armor piercing,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545A:recoil,A545A,recoil,5.45×39 mm armor-piercing / Recoil,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545A:stack,A545A,stack,5.45×39 mm armor-piercing / Stack size,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545A:wear,A545A,wear,5.45×39 mm armor-piercing / Weapon wear,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545D:aimdispersion,A545D,aimdispersion,5.45×39 mm standard / Spread while aiming,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545D:armordamage,A545D,armordamage,5.45×39 mm standard / Armor damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545D:bleeding,A545D,bleeding,5.45×39 mm standard / Bleeding,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545D:damage,A545D,damage,5.45×39 mm standard / Damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545D:dispersion,A545D,dispersion,5.45×39 mm standard / Spread,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545D:flatness,A545D,flatness,5.45×39 mm standard / Trajectory flatness,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545D:recoil,A545D,recoil,5.45×39 mm standard / Recoil,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545D:stack,A545D,stack,5.45×39 mm standard / Stack size,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545D:wear,A545D,wear,5.45×39 mm standard / Weapon wear,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545E:aimdispersion,A545E,aimdispersion,5.45×39 mm expanding / Spread while aiming,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545E:armordamage,A545E,armordamage,5.45×39 mm expanding / Armor damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545E:bleeding,A545E,bleeding,5.45×39 mm expanding / Bleeding,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545E:cover,A545E,cover,5.45×39 mm expanding / Cover penetration,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545E:damage,A545E,damage,5.45×39 mm expanding / Damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545E:dispersion,A545E,dispersion,5.45×39 mm expanding / Spread,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545E:flatness,A545E,flatness,5.45×39 mm expanding / Trajectory flatness,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545E:piercing,A545E,piercing,5.45×39 mm expanding / Armor piercing,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545E:recoil,A545E,recoil,5.45×39 mm expanding / Recoil,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545E:stack,A545E,stack,5.45×39 mm expanding / Stack size,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A545E:wear,A545E,wear,5.45×39 mm expanding / Weapon wear,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556A:aimdispersion,A556A,aimdispersion,5.56×45 mm NATO armor-piercing / Spread while aiming,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556A:armordamage,A556A,armordamage,5.56×45 mm NATO armor-piercing / Armor damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556A:bleeding,A556A,bleeding,5.56×45 mm NATO armor-piercing / Bleeding,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556A:cover,A556A,cover,5.56×45 mm NATO armor-piercing / Cover penetration,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556A:damage,A556A,damage,5.56×45 mm NATO armor-piercing / Damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556A:dispersion,A556A,dispersion,5.56×45 mm NATO armor-piercing / Spread,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556A:flatness,A556A,flatness,5.56×45 mm NATO armor-piercing / Trajectory flatness,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556A:piercing,A556A,piercing,5.56×45 mm NATO armor-piercing / Armor piercing,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556A:recoil,A556A,recoil,5.56×45 mm NATO armor-piercing / Recoil,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556A:stack,A556A,stack,5.56×45 mm NATO armor-piercing / Stack size,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556A:wear,A556A,wear,5.56×45 mm NATO armor-piercing / Weapon wear,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556D:aimdispersion,A556D,aimdispersion,5.56×45 mm NATO standard / Spread while aiming,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556D:armordamage,A556D,armordamage,5.56×45 mm NATO standard / Armor damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556D:bleeding,A556D,bleeding,5.56×45 mm NATO standard / Bleeding,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556D:damage,A556D,damage,5.56×45 mm NATO standard / Damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556D:dispersion,A556D,dispersion,5.56×45 mm NATO standard / Spread,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556D:flatness,A556D,flatness,5.56×45 mm NATO standard / Trajectory flatness,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556D:recoil,A556D,recoil,5.56×45 mm NATO standard / Recoil,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556D:stack,A556D,stack,5.56×45 mm NATO standard / Stack size,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556D:wear,A556D,wear,5.56×45 mm NATO standard / Weapon wear,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556E:aimdispersion,A556E,aimdispersion,5.56×45 mm NATO expanding / Spread while aiming,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556E:armordamage,A556E,armordamage,5.56×45 mm NATO expanding / Armor damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556E:bleeding,A556E,bleeding,5.56×45 mm NATO expanding / Bleeding,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556E:cover,A556E,cover,5.56×45 mm NATO expanding / Cover penetration,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556E:damage,A556E,damage,5.56×45 mm NATO expanding / Damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556E:dispersion,A556E,dispersion,5.56×45 mm NATO expanding / Spread,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556E:flatness,A556E,flatness,5.56×45 mm NATO expanding / Trajectory flatness,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556E:piercing,A556E,piercing,5.56×45 mm NATO expanding / Armor piercing,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556E:recoil,A556E,recoil,5.56×45 mm NATO expanding / Recoil,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556E:stack,A556E,stack,5.56×45 mm NATO expanding / Stack size,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556E:wear,A556E,wear,5.56×45 mm NATO expanding / Weapon wear,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556S:aimdispersion,A556S,aimdispersion,5.56×45 mm NATO supersonic / Spread while aiming,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556S:armordamage,A556S,armordamage,5.56×45 mm NATO supersonic / Armor damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556S:bleeding,A556S,bleeding,5.56×45 mm NATO supersonic / Bleeding,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556S:damage,A556S,damage,5.56×45 mm NATO supersonic / Damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556S:dispersion,A556S,dispersion,5.56×45 mm NATO supersonic / Spread,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556S:flatness,A556S,flatness,5.56×45 mm NATO supersonic / Trajectory flatness,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556S:recoil,A556S,recoil,5.56×45 mm NATO supersonic / Recoil,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556S:stack,A556S,stack,5.56×45 mm NATO supersonic / Stack size,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A556S:wear,A556S,wear,5.56×45 mm NATO supersonic / Weapon wear,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762A:aimdispersion,A762A,aimdispersion,7.62×39 mm armor-piercing / Spread while aiming,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762A:armordamage,A762A,armordamage,7.62×39 mm armor-piercing / Armor damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762A:bleeding,A762A,bleeding,7.62×39 mm armor-piercing / Bleeding,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762A:cover,A762A,cover,7.62×39 mm armor-piercing / Cover penetration,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762A:damage,A762A,damage,7.62×39 mm armor-piercing / Damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762A:dispersion,A762A,dispersion,7.62×39 mm armor-piercing / Spread,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762A:flatness,A762A,flatness,7.62×39 mm armor-piercing / Trajectory flatness,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762A:piercing,A762A,piercing,7.62×39 mm armor-piercing / Armor piercing,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762A:recoil,A762A,recoil,7.62×39 mm armor-piercing / Recoil,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762A:stack,A762A,stack,7.62×39 mm armor-piercing / Stack size,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762A:wear,A762A,wear,7.62×39 mm armor-piercing / Weapon wear,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762D:aimdispersion,A762D,aimdispersion,7.62×39 mm standard / Spread while aiming,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762D:armordamage,A762D,armordamage,7.62×39 mm standard / Armor damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762D:bleeding,A762D,bleeding,7.62×39 mm standard / Bleeding,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762D:damage,A762D,damage,7.62×39 mm standard / Damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762D:dispersion,A762D,dispersion,7.62×39 mm standard / Spread,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762D:flatness,A762D,flatness,7.62×39 mm standard / Trajectory flatness,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762D:recoil,A762D,recoil,7.62×39 mm standard / Recoil,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762D:stack,A762D,stack,7.62×39 mm standard / Stack size,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762D:wear,A762D,wear,7.62×39 mm standard / Weapon wear,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762E:aimdispersion,A762E,aimdispersion,7.62×39 mm expanding / Spread while aiming,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762E:armordamage,A762E,armordamage,7.62×39 mm expanding / Armor damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762E:bleeding,A762E,bleeding,7.62×39 mm expanding / Bleeding,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762E:cover,A762E,cover,7.62×39 mm expanding / Cover penetration,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762E:damage,A762E,damage,7.62×39 mm expanding / Damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762E:dispersion,A762E,dispersion,7.62×39 mm expanding / Spread,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762E:flatness,A762E,flatness,7.62×39 mm expanding / Trajectory flatness,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762E:piercing,A762E,piercing,7.62×39 mm expanding / Armor piercing,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762E:recoil,A762E,recoil,7.62×39 mm expanding / Recoil,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762E:stack,A762E,stack,7.62×39 mm expanding / Stack size,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762E:wear,A762E,wear,7.62×39 mm expanding / Weapon wear,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOA:aimdispersion,A762NATOA,aimdispersion,7.62×51 mm NATO armor-piercing / Spread while aiming,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOA:armordamage,A762NATOA,armordamage,7.62×51 mm NATO armor-piercing / Armor damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOA:bleeding,A762NATOA,bleeding,7.62×51 mm NATO armor-piercing / Bleeding,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOA:cover,A762NATOA,cover,7.62×51 mm NATO armor-piercing / Cover penetration,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOA:damage,A762NATOA,damage,7.62×51 mm NATO armor-piercing / Damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOA:dispersion,A762NATOA,dispersion,7.62×51 mm NATO armor-piercing / Spread,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOA:flatness,A762NATOA,flatness,7.62×51 mm NATO armor-piercing / Trajectory flatness,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOA:piercing,A762NATOA,piercing,7.62×51 mm NATO armor-piercing / Armor piercing,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOA:recoil,A762NATOA,recoil,7.62×51 mm NATO armor-piercing / Recoil,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOA:stack,A762NATOA,stack,7.62×51 mm NATO armor-piercing / Stack size,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOA:wear,A762NATOA,wear,7.62×51 mm NATO armor-piercing / Weapon wear,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOD:aimdispersion,A762NATOD,aimdispersion,7.62×51 mm NATO standard / Spread while aiming,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOD:armordamage,A762NATOD,armordamage,7.62×51 mm NATO standard / Armor damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOD:bleeding,A762NATOD,bleeding,7.62×51 mm NATO standard / Bleeding,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOD:damage,A762NATOD,damage,7.62×51 mm NATO standard / Damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOD:dispersion,A762NATOD,dispersion,7.62×51 mm NATO standard / Spread,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOD:flatness,A762NATOD,flatness,7.62×51 mm NATO standard / Trajectory flatness,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOD:recoil,A762NATOD,recoil,7.62×51 mm NATO standard / Recoil,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOD:stack,A762NATOD,stack,7.62×51 mm NATO standard / Stack size,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOD:wear,A762NATOD,wear,7.62×51 mm NATO standard / Weapon wear,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOS:aimdispersion,A762NATOS,aimdispersion,7.62×51 mm NATO supersonic / Spread while aiming,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOS:armordamage,A762NATOS,armordamage,7.62×51 mm NATO supersonic / Armor damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOS:bleeding,A762NATOS,bleeding,7.62×51 mm NATO supersonic / Bleeding,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOS:damage,A762NATOS,damage,7.62×51 mm NATO supersonic / Damage,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOS:dispersion,A762NATOS,dispersion,7.62×51 mm NATO supersonic / Spread,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOS:flatness,A762NATOS,flatness,7.62×51 mm NATO supersonic / Trajectory flatness,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOS:recoil,A762NATOS,recoil,7.62×51 mm NATO supersonic / Recoil,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOS:stack,A762NATOS,stack,7.62×51 mm NATO supersonic / Stack size,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762NATOS:wear,A762NATOS,wear,7.62×51 mm NATO supersonic / Weapon wear,0.1,5,0.1,1,True,,
Ammo,individual,slider,ammo_overrides,A762SniperA:aimdispersion,A762SniperA,aimdispersion,7.62×54 mmR armor-piercing / Spread while aiming,0.1,5,0.1,1,True,,
