source,kind,faction,role_or_helper,struct_key,sid,refkey,root_values,slot,category,player_rank,rank,difficulty,slot_extra,candidate,path,item_sid,generator_sid,mode,weight,chance,min_count,max_count,ammo_min,ammo_max,durability_min,durability_max,candidate_all_values
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Recon,GeneralNPC_Consumables_Recon,GeneralNPC_Consumables_Recon,,"{""SID"":""GeneralNPC_Consumables_Recon""}",[3],Consumable,"ERank::Veteran, ERank::Master",,EGameDifficulty::Stalker,{},[2],GeneralNPC_Consumables_Recon.ItemGenerator.[3].PossibleItems.[2],Energetic,,chance,,1.0,1,1,,,,,"{""ItemPrototypeSID"":""Energetic"",""Chance"":""1.0"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Recon,GeneralNPC_Consumables_Recon,GeneralNPC_Consumables_Recon,,"{""SID"":""GeneralNPC_Consumables_Recon""}",[3],Consumable,"ERank::Veteran, ERank::Master",,EGameDifficulty::Stalker,{},[3],GeneralNPC_Consumables_Recon.ItemGenerator.[3].PossibleItems.[3],Medkit,,chance,,0.17,1,1,,,,,"{""ItemPrototypeSID"":""Medkit"",""Chance"":""0.17"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Recon,GeneralNPC_Consumables_Recon,GeneralNPC_Consumables_Recon,,"{""SID"":""GeneralNPC_Consumables_Recon""}",[3],Consumable,"ERank::Veteran, ERank::Master",,EGameDifficulty::Stalker,{},[4],GeneralNPC_Consumables_Recon.ItemGenerator.[3].PossibleItems.[4],AntiRad,,chance,,0.4,1,1,,,,,"{""ItemPrototypeSID"":""AntiRad"",""Chance"":""0.4"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Noon,GeneralNPC_Consumables_Noon,GeneralNPC_Consumables_Noon,,"{""SID"":""GeneralNPC_Consumables_Noon""}",[0],Consumable,"ERank::Newbie, ERank::Experienced",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[0],GeneralNPC_Consumables_Noon.ItemGenerator.[0].PossibleItems.[0],Bandage,,chance,,0.2,1,1,,,,,"{""ItemPrototypeSID"":""Bandage"",""Chance"":""0.2"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Noon,GeneralNPC_Consumables_Noon,GeneralNPC_Consumables_Noon,,"{""SID"":""GeneralNPC_Consumables_Noon""}",[0],Consumable,"ERank::Newbie, ERank::Experienced",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[1],GeneralNPC_Consumables_Noon.ItemGenerator.[0].PossibleItems.[1],Sausage,,chance,,0.6,1,1,,,,,"{""ItemPrototypeSID"":""Sausage"",""Chance"":""0.6"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Noon,GeneralNPC_Consumables_Noon,GeneralNPC_Consumables_Noon,,"{""SID"":""GeneralNPC_Consumables_Noon""}",[0],Consumable,"ERank::Newbie, ERank::Experienced",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[2],GeneralNPC_Consumables_Noon.ItemGenerator.[0].PossibleItems.[2],Energetic,,chance,,0.15,1,1,,,,,"{""ItemPrototypeSID"":""Energetic"",""Chance"":""0.15"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Noon,GeneralNPC_Consumables_Noon,GeneralNPC_Consumables_Noon,,"{""SID"":""GeneralNPC_Consumables_Noon""}",[0],Consumable,"ERank::Newbie, ERank::Experienced",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[3],GeneralNPC_Consumables_Noon.ItemGenerator.[0].PossibleItems.[3],Medkit,,chance,,0.1,1,1,,,,,"{""ItemPrototypeSID"":""Medkit"",""Chance"":""0.1"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Noon,GeneralNPC_Consumables_Noon,GeneralNPC_Consumables_Noon,,"{""SID"":""GeneralNPC_Consumables_Noon""}",[1],Consumable,"ERank::Veteran, ERank::Master",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[0],GeneralNPC_Consumables_Noon.ItemGenerator.[1].PossibleItems.[0],Bandage,,chance,,1.0,1,3,,,,,"{""ItemPrototypeSID"":""Bandage"",""Chance"":""1.0"",""MinCount"":""1"",""MaxCount"":""3""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Noon,GeneralNPC_Consumables_Noon,GeneralNPC_Consumables_Noon,,"{""SID"":""GeneralNPC_Consumables_Noon""}",[1],Consumable,"ERank::Veteran, ERank::Master",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[1],GeneralNPC_Consumables_Noon.ItemGenerator.[1].PossibleItems.[1],CannedFood,,chance,,1.0,1,1,,,,,"{""ItemPrototypeSID"":""CannedFood"",""Chance"":""1.0"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Noon,GeneralNPC_Consumables_Noon,GeneralNPC_Consumables_Noon,,"{""SID"":""GeneralNPC_Consumables_Noon""}",[1],Consumable,"ERank::Veteran, ERank::Master",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[2],GeneralNPC_Consumables_Noon.ItemGenerator.[1].PossibleItems.[2],Energetic,,chance,,0.5,0,1,,,,,"{""ItemPrototypeSID"":""Energetic"",""Chance"":""0.5"",""MinCount"":""0"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Noon,GeneralNPC_Consumables_Noon,GeneralNPC_Consumables_Noon,,"{""SID"":""GeneralNPC_Consumables_Noon""}",[1],Consumable,"ERank::Veteran, ERank::Master",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[3],GeneralNPC_Consumables_Noon.ItemGenerator.[1].PossibleItems.[3],Medkit,,chance,,0.4,1,1,,,,,"{""ItemPrototypeSID"":""Medkit"",""Chance"":""0.4"",""MinCount"":""1"",""MaxCount"":""1""}"
